Application Name,Application ID,Source,Destination,Packet ID,Segment ID,Packet or Segment Start Time(Microseconds),Packet or Segment End Time(Microseconds),Packet or Segment size(Bytes),Generation Rate(Mbps),Latency(Microseconds),Jitter(Microseconds),Throughput(Mbps),
App3_ERLANG_CALL,3,MOBILE_STATION_20,MOBILE_STATION_16,1,0,60000000.000000,60138976.259259,160.000000,0.000000,138976.259259,0.000000,-1,
App4_ERLANG_CALL,4,MOBILE_STATION_19,MOBILE_STATION_8,1,0,60000000.000000,60139553.259259,160.000000,0.000000,139553.259259,0.000000,-1,
App8_ERLANG_CALL,8,MOBILE_STATION_17,MOBILE_STATION_18,1,0,60000000.000000,60141284.259259,160.000000,0.000000,141284.259259,0.000000,-1,
App1_ERLANG_CALL,1,MOBILE_STATION_6,MOBILE_STATION_21,1,0,60000000.000000,60142438.259259,160.000000,0.000000,142438.259259,0.000000,-1,
App2_ERLANG_CALL,2,MOBILE_STATION_7,MOBILE_STATION_10,1,0,60000000.000000,60143014.259259,160.000000,0.000000,143014.259259,0.000000,-1,
App5_ERLANG_CALL,5,MOBILE_STATION_11,MOBILE_STATION_9,1,0,60000000.000000,60144745.259259,160.000000,0.000000,144745.259259,0.000000,-1,
App6_ERLANG_CALL,6,MOBILE_STATION_12,MOBILE_STATION_15,1,0,60000000.000000,60145322.259259,160.000000,0.000000,145322.259259,0.000000,-1,
App7_ERLANG_CALL,7,MOBILE_STATION_13,MOBILE_STATION_14,1,0,60000000.000000,60145899.259259,160.000000,0.000000,145899.259259,0.000000,-1,
App3_ERLANG_CALL,3,MOBILE_STATION_20,MOBILE_STATION_16,3,0,60020000.000000,60249736.259259,160.000000,0.064000,229736.259259,90760.000000,-1,
App4_ERLANG_CALL,4,MOBILE_STATION_19,MOBILE_STATION_8,3,0,60020000.000000,60250313.259259,160.000000,0.064000,230313.259259,90760.000000,-1,
App8_ERLANG_CALL,8,MOBILE_STATION_17,MOBILE_STATION_18,3,0,60020000.000000,60252044.259259,160.000000,0.064000,232044.259259,90760.000000,-1,
App1_ERLANG_CALL,1,MOBILE_STATION_6,MOBILE_STATION_21,3,0,60020000.000000,60253198.259259,160.000000,0.064000,233198.259259,90760.000000,-1,
App2_ERLANG_CALL,2,MOBILE_STATION_7,MOBILE_STATION_10,3,0,60020000.000000,60253774.259259,160.000000,0.064000,233774.259259,90760.000000,-1,
App5_ERLANG_CALL,5,MOBILE_STATION_11,MOBILE_STATION_9,3,0,60020000.000000,60255505.259259,160.000000,0.064000,235505.259259,90760.000000,-1,
App6_ERLANG_CALL,6,MOBILE_STATION_12,MOBILE_STATION_15,3,0,60020000.000000,60256082.259259,160.000000,0.064000,236082.259259,90760.000000,-1,
App7_ERLANG_CALL,7,MOBILE_STATION_13,MOBILE_STATION_14,3,0,60020000.000000,60256659.259259,160.000000,0.064000,236659.259259,90760.000000,-1,
App3_ERLANG_CALL,3,MOBILE_STATION_20,MOBILE_STATION_16,4,0,60040000.000000,60360496.259259,160.000000,0.064000,320496.259259,90760.000000,-1,
App4_ERLANG_CALL,4,MOBILE_STATION_19,MOBILE_STATION_8,4,0,60040000.000000,60361073.259259,160.000000,0.064000,321073.259259,90760.000000,-1,
App8_ERLANG_CALL,8,MOBILE_STATION_17,MOBILE_STATION_18,4,0,60040000.000000,60362804.259259,160.000000,0.064000,322804.259259,90760.000000,-1,
App1_ERLANG_CALL,1,MOBILE_STATION_6,MOBILE_STATION_21,4,0,60040000.000000,60363958.259259,160.000000,0.064000,323958.259259,90760.000000,-1,
App2_ERLANG_CALL,2,MOBILE_STATION_7,MOBILE_STATION_10,4,0,60040000.000000,60364534.259259,160.000000,0.064000,324534.259259,90760.000000,-1,
App5_ERLANG_CALL,5,MOBILE_STATION_11,MOBILE_STATION_9,4,0,60040000.000000,60366265.259259,160.000000,0.064000,326265.259259,90760.000000,-1,
App6_ERLANG_CALL,6,MOBILE_STATION_12,MOBILE_STATION_15,4,0,60040000.000000,60366842.259259,160.000000,0.064000,326842.259259,90760.000000,-1,
App7_ERLANG_CALL,7,MOBILE_STATION_13,MOBILE_STATION_14,4,0,60040000.000000,60367419.259259,160.000000,0.064000,327419.259259,90760.000000,-1,
App3_ERLANG_CALL,3,MOBILE_STATION_20,MOBILE_STATION_16,5,0,60060000.000000,60471256.259259,160.000000,0.064000,411256.259259,90760.000000,-1,
App4_ERLANG_CALL,4,MOBILE_STATION_19,MOBILE_STATION_8,5,0,60060000.000000,60471833.259259,160.000000,0.064000,411833.259259,90760.000000,-1,
App8_ERLANG_CALL,8,MOBILE_STATION_17,MOBILE_STATION_18,5,0,60060000.000000,60473564.259259,160.000000,0.064000,413564.259259,90760.000000,-1,
App1_ERLANG_CALL,1,MOBILE_STATION_6,MOBILE_STATION_21,5,0,60060000.000000,60474718.259259,160.000000,0.064000,414718.259259,90760.000000,-1,
App2_ERLANG_CALL,2,MOBILE_STATION_7,MOBILE_STATION_10,5,0,60060000.000000,60475294.259259,160.000000,0.064000,415294.259259,90760.000000,-1,
App5_ERLANG_CALL,5,MOBILE_STATION_11,MOBILE_STATION_9,5,0,60060000.000000,60477025.259259,160.000000,0.064000,417025.259259,90760.000000,-1,
App6_ERLANG_CALL,6,MOBILE_STATION_12,MOBILE_STATION_15,5,0,60060000.000000,60477602.259259,160.000000,0.064000,417602.259259,90760.000000,-1,
App7_ERLANG_CALL,7,MOBILE_STATION_13,MOBILE_STATION_14,5,0,60060000.000000,60478179.259259,160.000000,0.064000,418179.259259,90760.000000,-1,
App3_ERLANG_CALL,3,MOBILE_STATION_20,MOBILE_STATION_16,6,0,60080000.000000,60582016.259259,160.000000,0.064000,502016.259259,90760.000000,-1,
App4_ERLANG_CALL,4,MOBILE_STATION_19,MOBILE_STATION_8,6,0,60080000.000000,60582593.259259,160.000000,0.064000,502593.259259,90760.000000,-1,
App8_ERLANG_CALL,8,MOBILE_STATION_17,MOBILE_STATION_18,6,0,60080000.000000,60584324.259259,160.000000,0.064000,504324.259259,90760.000000,-1,
App1_ERLANG_CALL,1,MOBILE_STATION_6,MOBILE_STATION_21,6,0,60080000.000000,60585478.259259,160.000000,0.064000,505478.259259,90760.000000,-1,
App2_ERLANG_CALL,2,MOBILE_STATION_7,MOBILE_STATION_10,6,0,60080000.000000,60586054.259259,160.000000,0.064000,506054.259259,90760.000000,-1,
App5_ERLANG_CALL,5,MOBILE_STATION_11,MOBILE_STATION_9,6,0,60080000.000000,60587785.259259,160.000000,0.064000,507785.259259,90760.000000,-1,
App6_ERLANG_CALL,6,MOBILE_STATION_12,MOBILE_STATION_15,6,0,60080000.000000,60588362.259259,160.000000,0.064000,508362.259259,90760.000000,-1,
App7_ERLANG_CALL,7,MOBILE_STATION_13,MOBILE_STATION_14,6,0,60080000.000000,60588939.259259,160.000000,0.064000,508939.259259,90760.000000,-1,
App3_ERLANG_CALL,3,MOBILE_STATION_20,MOBILE_STATION_16,7,0,60100000.000000,60692776.259259,160.000000,0.064000,592776.259259,90760.000000,-1,
App4_ERLANG_CALL,4,MOBILE_STATION_19,MOBILE_STATION_8,7,0,60100000.000000,60693353.259259,160.000000,0.064000,593353.259259,90760.000000,-1,
App8_ERLANG_CALL,8,MOBILE_STATION_17,MOBILE_STATION_18,7,0,60100000.000000,60695084.259259,160.000000,0.064000,595084.259259,90760.000000,-1,
App1_ERLANG_CALL,1,MOBILE_STATION_6,MOBILE_STATION_21,7,0,60100000.000000,60696238.259259,160.000000,0.064000,596238.259259,90760.000000,-1,
App2_ERLANG_CALL,2,MOBILE_STATION_7,MOBILE_STATION_10,7,0,60100000.000000,60696814.259259,160.000000,0.064000,596814.259259,90760.000000,-1,
App5_ERLANG_CALL,5,MOBILE_STATION_11,MOBILE_STATION_9,7,0,60100000.000000,60698545.259259,160.000000,0.064000,598545.259259,90760.000000,-1,
App6_ERLANG_CALL,6,MOBILE_STATION_12,MOBILE_STATION_15,7,0,60100000.000000,60699122.259259,160.000000,0.064000,599122.259259,90760.000000,-1,
App7_ERLANG_CALL,7,MOBILE_STATION_13,MOBILE_STATION_14,7,0,60100000.000000,60699699.259259,160.000000,0.064000,599699.259259,90760.000000,-1,
App3_ERLANG_CALL,3,MOBILE_STATION_20,MOBILE_STATION_16,8,0,60120000.000000,60803536.259259,160.000000,0.064000,683536.259259,90760.000000,-1,
App4_ERLANG_CALL,4,MOBILE_STATION_19,MOBILE_STATION_8,8,0,60120000.000000,60804113.259259,160.000000,0.064000,684113.259259,90760.000000,-1,
App8_ERLANG_CALL,8,MOBILE_STATION_17,MOBILE_STATION_18,8,0,60120000.000000,60805844.259259,160.000000,0.064000,685844.259259,90760.000000,-1,
App1_ERLANG_CALL,1,MOBILE_STATION_6,MOBILE_STATION_21,8,0,60120000.000000,60806998.259259,160.000000,0.064000,686998.259259,90760.000000,-1,
App2_ERLANG_CALL,2,MOBILE_STATION_7,MOBILE_STATION_10,8,0,60120000.000000,60807574.259259,160.000000,0.064000,687574.259259,90760.000000,-1,
App5_ERLANG_CALL,5,MOBILE_STATION_11,MOBILE_STATION_9,8,0,60120000.000000,60809305.259259,160.000000,0.064000,689305.259259,90760.000000,-1,
App6_ERLANG_CALL,6,MOBILE_STATION_12,MOBILE_STATION_15,8,0,60120000.000000,60809882.259259,160.000000,0.064000,689882.259259,90760.000000,-1,
App7_ERLANG_CALL,7,MOBILE_STATION_13,MOBILE_STATION_14,8,0,60120000.000000,60810459.259259,160.000000,0.064000,690459.259259,90760.000000,-1,
App3_ERLANG_CALL,3,MOBILE_STATION_20,MOBILE_STATION_16,9,0,60140000.000000,60914296.259259,160.000000,0.064000,774296.259259,90760.000000,-1,
App4_ERLANG_CALL,4,MOBILE_STATION_19,MOBILE_STATION_8,9,0,60140000.000000,60914873.259259,160.000000,0.064000,774873.259259,90760.000000,-1,
App8_ERLANG_CALL,8,MOBILE_STATION_17,MOBILE_STATION_18,9,0,60140000.000000,60916604.259259,160.000000,0.064000,776604.259259,90760.000000,-1,
App1_ERLANG_CALL,1,MOBILE_STATION_6,MOBILE_STATION_21,9,0,60140000.000000,60917758.259259,160.000000,0.064000,777758.259259,90760.000000,-1,
App2_ERLANG_CALL,2,MOBILE_STATION_7,MOBILE_STATION_10,9,0,60140000.000000,60918334.259259,160.000000,0.064000,778334.259259,90760.000000,-1,
App5_ERLANG_CALL,5,MOBILE_STATION_11,MOBILE_STATION_9,9,0,60140000.000000,60920065.259259,160.000000,0.064000,780065.259259,90760.000000,-1,
App6_ERLANG_CALL,6,MOBILE_STATION_12,MOBILE_STATION_15,9,0,60140000.000000,60920642.259259,160.000000,0.064000,780642.259259,90760.000000,-1,
App7_ERLANG_CALL,7,MOBILE_STATION_13,MOBILE_STATION_14,9,0,60140000.000000,60921219.259259,160.000000,0.064000,781219.259259,90760.000000,-1,
App3_ERLANG_CALL,3,MOBILE_STATION_20,MOBILE_STATION_16,10,0,60160000.000000,61020441.259259,160.000000,0.064000,860441.259259,86145.000000,-1,
App4_ERLANG_CALL,4,MOBILE_STATION_19,MOBILE_STATION_8,10,0,60160000.000000,61021018.259259,160.000000,0.064000,861018.259259,86145.000000,-1,
App8_ERLANG_CALL,8,MOBILE_STATION_17,MOBILE_STATION_18,10,0,60160000.000000,61027364.259259,160.000000,0.064000,867364.259259,90760.000000,-1,
App1_ERLANG_CALL,1,MOBILE_STATION_6,MOBILE_STATION_21,10,0,60160000.000000,61028518.259259,160.000000,0.064000,868518.259259,90760.000000,-1,
App2_ERLANG_CALL,2,MOBILE_STATION_7,MOBILE_STATION_10,10,0,60160000.000000,61029094.259259,160.000000,0.064000,869094.259259,90760.000000,-1,
App5_ERLANG_CALL,5,MOBILE_STATION_11,MOBILE_STATION_9,10,0,60160000.000000,61030825.259259,160.000000,0.064000,870825.259259,90760.000000,-1,
App6_ERLANG_CALL,6,MOBILE_STATION_12,MOBILE_STATION_15,10,0,60160000.000000,61031402.259259,160.000000,0.064000,871402.259259,90760.000000,-1,
App7_ERLANG_CALL,7,MOBILE_STATION_13,MOBILE_STATION_14,10,0,60160000.000000,61031979.259259,160.000000,0.064000,871979.259259,90760.000000,-1,
App3_ERLANG_CALL,3,MOBILE_STATION_20,MOBILE_STATION_16,11,0,60180000.000000,61131201.259259,160.000000,0.064000,951201.259259,90760.000000,-1,
App4_ERLANG_CALL,4,MOBILE_STATION_19,MOBILE_STATION_8,11,0,60180000.000000,61131778.259259,160.000000,0.064000,951778.259259,90760.000000,-1,
App8_ERLANG_CALL,8,MOBILE_STATION_17,MOBILE_STATION_18,11,0,60180000.000000,61138124.259259,160.000000,0.064000,958124.259259,90760.000000,-1,
App1_ERLANG_CALL,1,MOBILE_STATION_6,MOBILE_STATION_21,11,0,60180000.000000,61139278.259259,160.000000,0.064000,959278.259259,90760.000000,-1,
App2_ERLANG_CALL,2,MOBILE_STATION_7,MOBILE_STATION_10,11,0,60180000.000000,61139854.259259,160.000000,0.064000,959854.259259,90760.000000,-1,
App5_ERLANG_CALL,5,MOBILE_STATION_11,MOBILE_STATION_9,11,0,60180000.000000,61141585.259259,160.000000,0.064000,961585.259259,90760.000000,-1,
App6_ERLANG_CALL,6,MOBILE_STATION_12,MOBILE_STATION_15,11,0,60180000.000000,61142162.259259,160.000000,0.064000,962162.259259,90760.000000,-1,
App7_ERLANG_CALL,7,MOBILE_STATION_13,MOBILE_STATION_14,11,0,60180000.000000,61142739.259259,160.000000,0.064000,962739.259259,90760.000000,-1,
App3_ERLANG_CALL,3,MOBILE_STATION_20,MOBILE_STATION_16,12,0,60200000.000000,61241961.259259,160.000000,0.064000,1041961.259259,90760.000000,-1,
App4_ERLANG_CALL,4,MOBILE_STATION_19,MOBILE_STATION_8,12,0,60200000.000000,61242538.259259,160.000000,0.064000,1042538.259259,90760.000000,-1,
App8_ERLANG_CALL,8,MOBILE_STATION_17,MOBILE_STATION_18,12,0,60200000.000000,61248884.259259,160.000000,0.064000,1048884.259259,90760.000000,-1,
App1_ERLANG_CALL,1,MOBILE_STATION_6,MOBILE_STATION_21,12,0,60200000.000000,61250038.259259,160.000000,0.064000,1050038.259259,90760.000000,-1,
App2_ERLANG_CALL,2,MOBILE_STATION_7,MOBILE_STATION_10,12,0,60200000.000000,61250614.259259,160.000000,0.064000,1050614.259259,90760.000000,-1,
App5_ERLANG_CALL,5,MOBILE_STATION_11,MOBILE_STATION_9,12,0,60200000.000000,61252345.259259,160.000000,0.064000,1052345.259259,90760.000000,-1,
App6_ERLANG_CALL,6,MOBILE_STATION_12,MOBILE_STATION_15,12,0,60200000.000000,61252922.259259,160.000000,0.064000,1052922.259259,90760.000000,-1,
App7_ERLANG_CALL,7,MOBILE_STATION_13,MOBILE_STATION_14,12,0,60200000.000000,61253499.259259,160.000000,0.064000,1053499.259259,90760.000000,-1,
App3_ERLANG_CALL,3,MOBILE_STATION_20,MOBILE_STATION_16,13,0,60220000.000000,61352721.259259,160.000000,0.064000,1132721.259259,90760.000000,-1,
App4_ERLANG_CALL,4,MOBILE_STATION_19,MOBILE_STATION_8,13,0,60220000.000000,61353298.259259,160.000000,0.064000,1133298.259259,90760.000000,-1,
App8_ERLANG_CALL,8,MOBILE_STATION_17,MOBILE_STATION_18,13,0,60220000.000000,61359644.259259,160.000000,0.064000,1139644.259259,90760.000000,-1,
App1_ERLANG_CALL,1,MOBILE_STATION_6,MOBILE_STATION_21,13,0,60220000.000000,61360798.259259,160.000000,0.064000,1140798.259259,90760.000000,-1,
App2_ERLANG_CALL,2,MOBILE_STATION_7,MOBILE_STATION_10,13,0,60220000.000000,61361374.259259,160.000000,0.064000,1141374.259259,90760.000000,-1,
App5_ERLANG_CALL,5,MOBILE_STATION_11,MOBILE_STATION_9,13,0,60220000.000000,61363105.259259,160.000000,0.064000,1143105.259259,90760.000000,-1,
App6_ERLANG_CALL,6,MOBILE_STATION_12,MOBILE_STATION_15,13,0,60220000.000000,61363682.259259,160.000000,0.064000,1143682.259259,90760.000000,-1,
App7_ERLANG_CALL,7,MOBILE_STATION_13,MOBILE_STATION_14,13,0,60220000.000000,61364259.259259,160.000000,0.064000,1144259.259259,90760.000000,-1,
App3_ERLANG_CALL,3,MOBILE_STATION_20,MOBILE_STATION_16,14,0,60240000.000000,61463481.259259,160.000000,0.064000,1223481.259259,90760.000000,-1,
App4_ERLANG_CALL,4,MOBILE_STATION_19,MOBILE_STATION_8,14,0,60240000.000000,61464058.259259,160.000000,0.064000,1224058.259259,90760.000000,-1,
App8_ERLANG_CALL,8,MOBILE_STATION_17,MOBILE_STATION_18,14,0,60240000.000000,61470404.259259,160.000000,0.064000,1230404.259259,90760.000000,-1,
App1_ERLANG_CALL,1,MOBILE_STATION_6,MOBILE_STATION_21,14,0,60240000.000000,61471558.259259,160.000000,0.064000,1231558.259259,90760.000000,-1,
App2_ERLANG_CALL,2,MOBILE_STATION_7,MOBILE_STATION_10,14,0,60240000.000000,61472134.259259,160.000000,0.064000,1232134.259259,90760.000000,-1,
App5_ERLANG_CALL,5,MOBILE_STATION_11,MOBILE_STATION_9,14,0,60240000.000000,61473865.259259,160.000000,0.064000,1233865.259259,90760.000000,-1,
App6_ERLANG_CALL,6,MOBILE_STATION_12,MOBILE_STATION_15,14,0,60240000.000000,61474442.259259,160.000000,0.064000,1234442.259259,90760.000000,-1,
App7_ERLANG_CALL,7,MOBILE_STATION_13,MOBILE_STATION_14,14,0,60240000.000000,61475019.259259,160.000000,0.064000,1235019.259259,90760.000000,-1,
App3_ERLANG_CALL,3,MOBILE_STATION_20,MOBILE_STATION_16,15,0,60260000.000000,61574241.259259,160.000000,0.064000,1314241.259259,90760.000000,-1,
App4_ERLANG_CALL,4,MOBILE_STATION_19,MOBILE_STATION_8,15,0,60260000.000000,61574818.259259,160.000000,0.064000,1314818.259259,90760.000000,-1,
App8_ERLANG_CALL,8,MOBILE_STATION_17,MOBILE_STATION_18,15,0,60260000.000000,61581164.259259,160.000000,0.064000,1321164.259259,90760.000000,-1,
App1_ERLANG_CALL,1,MOBILE_STATION_6,MOBILE_STATION_21,15,0,60260000.000000,61582318.259259,160.000000,0.064000,1322318.259259,90760.000000,-1,
App2_ERLANG_CALL,2,MOBILE_STATION_7,MOBILE_STATION_10,15,0,60260000.000000,61582894.259259,160.000000,0.064000,1322894.259259,90760.000000,-1,
App5_ERLANG_CALL,5,MOBILE_STATION_11,MOBILE_STATION_9,15,0,60260000.000000,61584625.259259,160.000000,0.064000,1324625.259259,90760.000000,-1,
App6_ERLANG_CALL,6,MOBILE_STATION_12,MOBILE_STATION_15,15,0,60260000.000000,61585202.259259,160.000000,0.064000,1325202.259259,90760.000000,-1,
App7_ERLANG_CALL,7,MOBILE_STATION_13,MOBILE_STATION_14,15,0,60260000.000000,61585779.259259,160.000000,0.064000,1325779.259259,90760.000000,-1,
App3_ERLANG_CALL,3,MOBILE_STATION_20,MOBILE_STATION_16,16,0,60280000.000000,61685001.259259,160.000000,0.064000,1405001.259259,90760.000000,-1,
App4_ERLANG_CALL,4,MOBILE_STATION_19,MOBILE_STATION_8,16,0,60280000.000000,61685578.259259,160.000000,0.064000,1405578.259259,90760.000000,-1,
App8_ERLANG_CALL,8,MOBILE_STATION_17,MOBILE_STATION_18,16,0,60280000.000000,61691924.259259,160.000000,0.064000,1411924.259259,90760.000000,-1,
App1_ERLANG_CALL,1,MOBILE_STATION_6,MOBILE_STATION_21,16,0,60280000.000000,61693078.259259,160.000000,0.064000,1413078.259259,90760.000000,-1,
App2_ERLANG_CALL,2,MOBILE_STATION_7,MOBILE_STATION_10,16,0,60280000.000000,61693654.259259,160.000000,0.064000,1413654.259259,90760.000000,-1,
App5_ERLANG_CALL,5,MOBILE_STATION_11,MOBILE_STATION_9,16,0,60280000.000000,61695385.259259,160.000000,0.064000,1415385.259259,90760.000000,-1,
App6_ERLANG_CALL,6,MOBILE_STATION_12,MOBILE_STATION_15,16,0,60280000.000000,61695962.259259,160.000000,0.064000,1415962.259259,90760.000000,-1,
App7_ERLANG_CALL,7,MOBILE_STATION_13,MOBILE_STATION_14,16,0,60280000.000000,61696539.259259,160.000000,0.064000,1416539.259259,90760.000000,-1,
App3_ERLANG_CALL,3,MOBILE_STATION_20,MOBILE_STATION_16,17,0,60300000.000000,61795761.259259,160.000000,0.064000,1495761.259259,90760.000000,-1,
App4_ERLANG_CALL,4,MOBILE_STATION_19,MOBILE_STATION_8,17,0,60300000.000000,61796338.259259,160.000000,0.064000,1496338.259259,90760.000000,-1,
App8_ERLANG_CALL,8,MOBILE_STATION_17,MOBILE_STATION_18,17,0,60300000.000000,61802684.259259,160.000000,0.064000,1502684.259259,90760.000000,-1,
App1_ERLANG_CALL,1,MOBILE_STATION_6,MOBILE_STATION_21,17,0,60300000.000000,61803838.259259,160.000000,0.064000,1503838.259259,90760.000000,-1,
App2_ERLANG_CALL,2,MOBILE_STATION_7,MOBILE_STATION_10,17,0,60300000.000000,61804414.259259,160.000000,0.064000,1504414.259259,90760.000000,-1,
App5_ERLANG_CALL,5,MOBILE_STATION_11,MOBILE_STATION_9,17,0,60300000.000000,61806145.259259,160.000000,0.064000,1506145.259259,90760.000000,-1,
App6_ERLANG_CALL,6,MOBILE_STATION_12,MOBILE_STATION_15,17,0,60300000.000000,61806722.259259,160.000000,0.064000,1506722.259259,90760.000000,-1,
App7_ERLANG_CALL,7,MOBILE_STATION_13,MOBILE_STATION_14,17,0,60300000.000000,61807299.259259,160.000000,0.064000,1507299.259259,90760.000000,-1,
App3_ERLANG_CALL,3,MOBILE_STATION_20,MOBILE_STATION_16,18,0,60320000.000000,61906521.259259,160.000000,0.064000,1586521.259259,90760.000000,-1,
App4_ERLANG_CALL,4,MOBILE_STATION_19,MOBILE_STATION_8,18,0,60320000.000000,61907098.259259,160.000000,0.064000,1587098.259259,90760.000000,-1,
App8_ERLANG_CALL,8,MOBILE_STATION_17,MOBILE_STATION_18,18,0,60320000.000000,61913444.259259,160.000000,0.064000,1593444.259259,90760.000000,-1,
App1_ERLANG_CALL,1,MOBILE_STATION_6,MOBILE_STATION_21,18,0,60320000.000000,61914598.259259,160.000000,0.064000,1594598.259259,90760.000000,-1,
App2_ERLANG_CALL,2,MOBILE_STATION_7,MOBILE_STATION_10,18,0,60320000.000000,61915174.259259,160.000000,0.064000,1595174.259259,90760.000000,-1,
App5_ERLANG_CALL,5,MOBILE_STATION_11,MOBILE_STATION_9,18,0,60320000.000000,61916905.259259,160.000000,0.064000,1596905.259259,90760.000000,-1,
App6_ERLANG_CALL,6,MOBILE_STATION_12,MOBILE_STATION_15,18,0,60320000.000000,61917482.259259,160.000000,0.064000,1597482.259259,90760.000000,-1,
App7_ERLANG_CALL,7,MOBILE_STATION_13,MOBILE_STATION_14,18,0,60320000.000000,61918059.259259,160.000000,0.064000,1598059.259259,90760.000000,-1,
App4_ERLANG_CALL,4,MOBILE_STATION_19,MOBILE_STATION_8,19,0,60340000.000000,62017858.259259,160.000000,0.064000,1677858.259259,90760.000000,-1,
App3_ERLANG_CALL,3,MOBILE_STATION_20,MOBILE_STATION_16,19,0,60340000.000000,62019012.259259,160.000000,0.064000,1679012.259259,92491.000000,-1,
App8_ERLANG_CALL,8,MOBILE_STATION_17,MOBILE_STATION_18,19,0,60340000.000000,62024204.259259,160.000000,0.064000,1684204.259259,90760.000000,-1,
App1_ERLANG_CALL,1,MOBILE_STATION_6,MOBILE_STATION_21,19,0,60340000.000000,62025358.259259,160.000000,0.064000,1685358.259259,90760.000000,-1,
App2_ERLANG_CALL,2,MOBILE_STATION_7,MOBILE_STATION_10,19,0,60340000.000000,62025934.259259,160.000000,0.064000,1685934.259259,90760.000000,-1,
App5_ERLANG_CALL,5,MOBILE_STATION_11,MOBILE_STATION_9,19,0,60340000.000000,62027665.259259,160.000000,0.064000,1687665.259259,90760.000000,-1,
App6_ERLANG_CALL,6,MOBILE_STATION_12,MOBILE_STATION_15,19,0,60340000.000000,62028242.259259,160.000000,0.064000,1688242.259259,90760.000000,-1,
App7_ERLANG_CALL,7,MOBILE_STATION_13,MOBILE_STATION_14,19,0,60340000.000000,62028819.259259,160.000000,0.064000,1688819.259259,90760.000000,-1,
App3_ERLANG_CALL,3,MOBILE_STATION_20,MOBILE_STATION_16,20,0,60360000.000000,62125157.259259,160.000000,0.064000,1765157.259259,86145.000000,-1,
App4_ERLANG_CALL,4,MOBILE_STATION_19,MOBILE_STATION_8,20,0,60360000.000000,62128618.259259,160.000000,0.064000,1768618.259259,90760.000000,-1,
App8_ERLANG_CALL,8,MOBILE_STATION_17,MOBILE_STATION_18,20,0,60360000.000000,62134964.259259,160.000000,0.064000,1774964.259259,90760.000000,-1,
App1_ERLANG_CALL,1,MOBILE_STATION_6,MOBILE_STATION_21,20,0,60360000.000000,62136118.259259,160.000000,0.064000,1776118.259259,90760.000000,-1,
App2_ERLANG_CALL,2,MOBILE_STATION_7,MOBILE_STATION_10,20,0,60360000.000000,62136694.259259,160.000000,0.064000,1776694.259259,90760.000000,-1,
App5_ERLANG_CALL,5,MOBILE_STATION_11,MOBILE_STATION_9,20,0,60360000.000000,62138425.259259,160.000000,0.064000,1778425.259259,90760.000000,-1,
App6_ERLANG_CALL,6,MOBILE_STATION_12,MOBILE_STATION_15,20,0,60360000.000000,62139002.259259,160.000000,0.064000,1779002.259259,90760.000000,-1,
App7_ERLANG_CALL,7,MOBILE_STATION_13,MOBILE_STATION_14,20,0,60360000.000000,62139579.259259,160.000000,0.064000,1779579.259259,90760.000000,-1,
App3_ERLANG_CALL,3,MOBILE_STATION_20,MOBILE_STATION_16,21,0,60380000.000000,62235917.259259,160.000000,0.064000,1855917.259259,90760.000000,-1,
App4_ERLANG_CALL,4,MOBILE_STATION_19,MOBILE_STATION_8,21,0,60380000.000000,62239378.259259,160.000000,0.064000,1859378.259259,90760.000000,-1,
App8_ERLANG_CALL,8,MOBILE_STATION_17,MOBILE_STATION_18,21,0,60380000.000000,62245724.259259,160.000000,0.064000,1865724.259259,90760.000000,-1,
App1_ERLANG_CALL,1,MOBILE_STATION_6,MOBILE_STATION_21,21,0,60380000.000000,62246878.259259,160.000000,0.064000,1866878.259259,90760.000000,-1,
App2_ERLANG_CALL,2,MOBILE_STATION_7,MOBILE_STATION_10,21,0,60380000.000000,62247454.259259,160.000000,0.064000,1867454.259259,90760.000000,-1,
App5_ERLANG_CALL,5,MOBILE_STATION_11,MOBILE_STATION_9,21,0,60380000.000000,62249185.259259,160.000000,0.064000,1869185.259259,90760.000000,-1,
App6_ERLANG_CALL,6,MOBILE_STATION_12,MOBILE_STATION_15,21,0,60380000.000000,62249762.259259,160.000000,0.064000,1869762.259259,90760.000000,-1,
App7_ERLANG_CALL,7,MOBILE_STATION_13,MOBILE_STATION_14,21,0,60380000.000000,62250339.259259,160.000000,0.064000,1870339.259259,90760.000000,-1,
App3_ERLANG_CALL,3,MOBILE_STATION_20,MOBILE_STATION_16,22,0,60400000.000000,62346677.259259,160.000000,0.064000,1946677.259259,90760.000000,-1,
App4_ERLANG_CALL,4,MOBILE_STATION_19,MOBILE_STATION_8,22,0,60400000.000000,62350138.259259,160.000000,0.064000,1950138.259259,90760.000000,-1,
App8_ERLANG_CALL,8,MOBILE_STATION_17,MOBILE_STATION_18,22,0,60400000.000000,62356484.259259,160.000000,0.064000,1956484.259259,90760.000000,-1,
App1_ERLANG_CALL,1,MOBILE_STATION_6,MOBILE_STATION_21,22,0,60400000.000000,62357638.259259,160.000000,0.064000,1957638.259259,90760.000000,-1,
App2_ERLANG_CALL,2,MOBILE_STATION_7,MOBILE_STATION_10,22,0,60400000.000000,62358214.259259,160.000000,0.064000,1958214.259259,90760.000000,-1,
App5_ERLANG_CALL,5,MOBILE_STATION_11,MOBILE_STATION_9,22,0,60400000.000000,62359945.259259,160.000000,0.064000,1959945.259259,90760.000000,-1,
